no,no_outtrip,vCASEID,season,vq22,vq22a,vq23,vq23a,vq24_1,vq24_2,vq24_3,vq24_4,vq24_5,vq24_6,vq24_7,vq24_8,vq24_9,vq24_10,vq25,vq26,vq26a_1,vq26a_2,vq26b,vq27,vq27a_1,vq27a_2,vq27a_3,vq27a_4,vq27a_5,vq28,vq28a_1,vq28a_2,vq28a_3,vq28a_4,vq28a_5,vq29,vq29a_1,vq29a_2,vq29a_3,vq29a_4,vq30,vq30a,vq30b,vq30b_1_1,vq30b_1_2,vq30b_1_3,vq30b_1_4,vq30b_1_5,vq30c,vq30d,vq30e,vq30f,vq30f_1_1,vq30f_1_2,vq30f_1_3,vq30f_1_4,vq30f_1_5,vb1,vb2,vb3,vb4,vb5,vb6,vb7,w
1806,98,92127448,1,15,14,1,2,17,20, , , , , , , , ,1,1,2, ,7,4, , , , , ,1,2,3, , , ,2,99, , , ,20,1,88,3, , , , ,1,3,1,1, , , , , ,10,5,2,2,8,1,2,.515946587403568
3512,167,92210388,1,12,11,1,1,21,23,25,62, , , , , , ,1,1,2, ,7,4, , , , , ,1,2,4, , , ,2,99, , , ,21,1,5,2, , , , ,1,9,1,8,4, , , , ,6,5,11,2,5,10,2,.89481271525043
751,46,92110284,1,5,4,1,2,13, , , , , , , , , ,1,1,2, ,3,1,3, , , , ,2, , , , , ,2,99, , , ,4,4,8,1, , , , ,88,5,1,1, , , , , ,5,5,3,1,7,19,2,1.32258868669853
2206,113,92134561,1,8,7,1,2,9, , , , , , , , , ,1,1,2, ,3,2,4,6, , , ,2, , , , , ,2,99, , , ,10,5,10,4, , , , ,7,2,1,1, , , , , ,9,5,3,4,7,3,2,.4565360346694
694,42,92109704,1,5,4,1,1,12, , , , , , , , , ,1,1,2, ,4,2,2, , , , ,1,1,2,4,6, ,2,99, , , ,10,7,1, , , , , ,8,1,1,1, , , , , ,7,5,2,2,9,1,1,.650146564390774
5335,242,92243376,1,5,4,1,1,4, , , , , , , , , ,1,1,2, ,4,1,1,2,3, , ,2, , , , , ,2,99, , , ,9,9,1, , , , , ,1,11,1,1, , , , , ,8,3,2,2,10,16,1,.649371866433217
5284,238,92242222,1,5,4,1,1,9, , , , , , , , , ,1,1,2, ,7,1,4, , , , ,2, , , , , ,2,99, , , ,10,9,1, , , , , ,7,9,1,1, , , , , ,8,3,4,2,10,16,1,.649371866433217
4222,196,92223041,1,5,4,1,1,12, , , , , , , , , ,1,1,2, ,2,1,6, , , , ,2, , , , , ,2,99, , , ,11,9,1, , , , , ,1,7,1,1, , , , , ,6,4,5,2,6,20,2,.808898764247849
4171,191,92222209,1,6,5,1,2,13, , , , , , , , , ,1,1,2, ,1,1,1,3, , , ,1,1, , , , ,2,99, , , ,11,9,6,2,3,5, , ,7,12,1,1, , , , , ,6,6,2,2,8,20,1,1.05171101416155
5439,245,92245556,1,9,8,1,1,60, , , , , , , , , ,1,1,2, ,8,1,1, , , , ,2, , , , , ,2,99, , , ,15,11,11,1,2,5, , ,10,11,2,2,4, , , , ,6,6,3,1,9,16,2,.891195086403658
4118,190,92221392,1,15,14,1,2,62, , , , , , , , , ,1,1,2, ,65,3,3, , , , ,2, , , , , ,2,99, , , ,18,11,8,2, , , , ,11,12,1,1, , , , , ,8,5,3,2,8,20,2,.61622882389415
394,22,92105662,1,11,10,1,1,15, , , , , , , , , ,1,1,2, ,4,3,2, , , , ,1,4, , , , ,2,99, , , ,15,12,6,4, , , , ,1,7,1,1, , , , , ,6,6,2,2,10,19,1,1.07652279232883
978,57,92113742,1,5,4,1,1,12, , , , , , , , , ,1,1,2, ,3,1,5, , , , ,1,1,2,3,4,5,2,99, , , ,15,14,1, , , , , ,7,9,1,1, , , , , ,10,5,5,2,8,1,2,.46732871109393
5183,233,92240358,1,10,8,1,2,15, , , , , , , , , ,1,1,2, ,4,1,1,2, , , ,2, , , , , ,2,99, , , ,20,18,1, , , , , ,1,12,1,1, , , , , ,4,4,5,1,6,18,2,1.0297093658561
1707,94,92125897,1,6,5,1,1,12, , , , , , , , , ,1,1,1, ,4,4, , , , , ,1,1,2,3,4,5,2,99, , , ,8,1,1, , , , , ,3,7,1,1, , , , , ,5,5,8,1,7,19,1,1.87441254088228
1886,101,92128639,1,6,5,1,1,12, , , , , , , , , ,1,1,1, ,4,4, , , , , ,2, , , , , ,2,99, , , ,6,1,1, , , , , ,1,8,1,1, , , , , ,10,3,11,2,5,3,2,.503233837933741
5827,260,92253707,1,9,8,1,1,12, , , , , , , , , ,1,1,1, ,10,2,1,2,3, , ,1,3, , , , ,2,99, , , ,11,4,1, , , , , ,9,8,1,1, , , , , ,8,3,12,1,2,16,2,.614947922988944
1974,105,92130192,1,5,4,1,1,5, , , , , , , , , ,1,1,1, ,3,1,2,3,4, , ,2, , , , , ,2,99, , , ,6,7,1, , , , , ,7,1,1,1, , , , , ,11,3,11,2,3,19,2,.527416770260032
541,34,92107557,1,3,2,1,1,1, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,3,1,1,1, , , , , ,6,3,6,1,6,1,2,.54416481941009
829,51,92111411,1,14,13,1,1,1, , , , , , , , , ,1,3, ,1,65,4, , , , , ,1,2,4, , , ,2,99, , , ,13,1,5,4, , , , ,1,7,1,1, , , , , ,6,5,3,2,8,1,1,1.07686730305561
7188,359,92124489,2,6,5,1,1,1,2, , , , , , , , ,1,3, ,2,4,4, , , , , ,1,3, , , , ,2,99, , , ,6,1,5,4, , , , ,1,1,1,1, , , , , ,7,5,13,2,7,3,2,.607367372307828
7408,382,92130984,2,4,3,1,2,1, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,4,1,1, , , , , ,1,5,1,1, , , , , ,4,5,5,1,6,19,2,1.48304349043028
10911,631,93119088,2,5,4,1,1,1, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,9,1,5,4, , , , ,4,1,1,1, , , , , ,4,5,5,1,6,3,2,.774845879321232
15118,1041,94100679,3,3,2,1,2,1, , , , , , , , , ,1,3, ,1,4,4, , , , , ,2, , , , , ,2,99, , , ,3,1,9,1, , , , ,7,4,1,1, , , , , ,4,5,5,1,6,19,2,1.87425094209581
15499,1096,94107326,3,5,4,2, ,1, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,3, , , , ,2,99, , , ,4,1,5,5, , , , ,9,11,1,1, , , , , ,5,6,3,1,8,19,2,1.29726845310883
17944,1361,94236430,3,4,3,1,1,1,3, , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2,99, , , ,88,1,1, , , , , ,88,11,1,1, , , , , ,9,2,13,2,2,18,2,.576257058596555
18532,1431,92107407,4,4,3,1,2,1, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,4,1,1, , , , , ,88,1,1,1, , , , , ,11,2,11,4,6,19,2,.999452043753621
18546,1432,92107836,4,5,4,1,1,1, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,1, , , , , ,9,5,1,1, , , , , ,5,5,5,2,6,1,2,1.176770213079
19431,1552,92142297,4,6,5,1,1,1,3, , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,3,6, , ,2,99, , , ,6,1,4,3,5, , , ,9,7,1,1, , , , , ,5,5,5,1,7,19,1,2.04372649807425
20903,1709,92256142,4,3,2,1,1,1, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,5,6,2,99, , , ,3,1,3,3, , , , ,9,4,1,1, , , , , ,6,6,6,2,9,7,1,1.80219346396315
21571,1782,95108012,4,7,6,1,1,1, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,4, , , ,2,99, , , ,15,1,4,4, , , , ,1,7,1,1, , , , , ,4,6,3,1,8,19,2,1.49750208993872
22329,1890,95121664,4,4,3,1,2,1, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,3,4, , ,2,99, , , ,4,1,1, , , , , ,7,5,1,1, , , , , ,5,5,5,1,7,19,2,2.6286289600274
23855,2050,95217982,4,7,6,1,2,1,3, , , , , , , , ,1,3, ,2,11,4, , , , , ,1,4, , , , ,2,99, , , ,4,1,1, , , , , ,1,2,1,1, , , , , ,6,6,3,3,9,20,2,.970193842196746
81,6,92101116,1,14,13,1,2,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,1, , , , , ,9,7,13,1, , , , , ,10,3,13,2,4,19,2,.515781526087931
3794,178,92215505,1,7,6,3, ,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,4, , , , ,2,99, , , ,6,1,3,1, , , , ,1,7,1,1, , , , , ,11,2,13,2,8,22,1,.063621257447374
7808,416,92144684,2,4,3,3, ,2, , , , , , , , , ,1,3, ,2,8,4, , , , , ,2, , , , , ,2,99, , , ,2,1,1, , , , , ,4,6,1,1, , , , , ,11,5,13,2,7,3,1,.741662521076783
9560,526,92251049,2,7,6,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,5,1,1, , , , , ,7,8,1,1, , , , , ,9,3,5,2,8,4,2,.372875678341968
9598,529,92252426,2,5,4,3, ,2, , , , , , , , , ,1,3, ,1,12,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,2,1,1, , , , , ,2,3,14,1,2,22,1,.646367183086745
9896,551,93100468,2,40,39,1,1,2,9, , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,22,1,1, , , , , ,1,1,1,1, , , , , ,9,4,2,2,10,19,1,1.96514944940159
10289,576,93106732,2,7,6,1,1,2,3, , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2, , , , ,2,99, , , ,18,1,1, , , , , ,1,3,1,1, , , , , ,9,6,11,2,7,19,2,.410694168141845
10438,594,93109499,2,6,5,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,4,1,1, , , , , ,1,3,1,1, , , , , ,9,3,11,4,8,1,2,.386624903900309
10764,617,93115394,2,10,9,1,1,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,1,1,1,1, , , , , ,10,5,13,2,5,19,2,.587914045051141
11947,713,93215740,2,2,1,3, ,2, , , , , , , , , ,1,3, ,2,10,4, , , , , ,2, , , , , ,2,99, , , ,1,1,1, , , , , ,1,1,1,1, , , , , ,9,4,13,2,5,21,1,3.41932823902101
12105,731,93218550,2,7,6,3, ,2, , , , , , , , , ,1,3, ,2,12,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,2,1,1, , , , , ,2,3,14,1,2,22,1,.828671498210649
12688,793,92112840,3,14,13,1,2,2, , , , , , , , , ,1,3, ,1,3,4, , , , , ,2, , , , , ,2,99, , , ,7,1,12,4, , , , ,1,9,1,1, , , , , ,11,2,13,2,10,19,1,.569913173619986
12815,808,92118222,3,5,4,1,1,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4,6, , ,2,99, , , ,4,1,1, , , , , ,1,2,1,1, , , , , ,9,4,4,1,10,1,1,.439830087154179
13071,835,92127477,3,6,5,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,6,1,6,2, , , , ,10,4,1,1, , , , , ,11,4,13,2,8,1,1,.372695223611884
13519,882,92147587,3,5,4,1,1,2,12, , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2,99, , , ,6,1,1, , , , , ,11,7,1,1, , , , , ,9,4,13,4,8,19,2,.409659947695264
14188,955,92225144,3,7,6,3, ,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,5,1,6,4, , , , ,9,3,1,1, , , , , ,6,4,4,2,6,17,1,.755757161826944
14802,1014,92250152,3,7,6,1,1,2, , , , , , , , , ,1,3, ,2,65,4, , , , , ,2, , , , , ,2,99, , , ,7,1,4,1,2,3, , ,88,11,1,1, , , , , ,3,5,14,1,4,11,1,1.90753971846773
15098,1039,94100445,3,6,5,1,1,2, , , , , , , , , ,1,3, ,2,11,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,9,5,1,1, , , , , ,11,4,13,2,7,1,2,.433647933748579
15489,1093,94107055,3,4,3,1,2,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,5, , , ,2,99, , , ,88,1,1, , , , , ,7,5,1,1, , , , , ,7,4,5,2,7,19,2,.952883246074318
15672,1118,94111221,3,6,5,3, ,2, , , , , , , , , ,1,3, ,2,8,4, , , , , ,1,2,3,4, , ,2,99, , , ,3,1,1, , , , , ,1,2,1,1, , , , , ,7,6,6,2,9,19,2,.58265289901475
15960,1153,94204191,3,5,4,3, ,2, , , , , , , , , ,1,3, ,2,9,4, , , , , ,2, , , , , ,2,99, , , ,2,1,1, , , , , ,4,14,1,1, , , , , ,11,1,13,2,5,18,1,.402122764307741
16200,1185,94207030,3,10,9,1,2,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,88,1,1,1, , , , , ,9,6,4,2,10,1,2,.502688806182237
16545,1228,94212628,3,14,13,1,1,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4,6, , ,2,99, , , ,11,1,5,4, , , , ,1,8,1,1, , , , , ,9,6,13,3,9,1,1,.579516933500721
16978,1276,94219809,3,7,6,1,1,2, , , , , , , , , ,1,3, ,2,5,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,1,1,1,1, , , , , ,4,5,5,1,6,10,2,1.23094424062709
17927,1358,94236173,3,8,7,1,2,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,4,4,5, , , ,1,1,1,1, , , , , ,9,3,13,2,4,21,1,.363317169105941
18464,1421,92105099,4,5,4,3, ,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,2, , , , , ,2,99, , , ,3,1,1, , , , , ,4,7,1,1, , , , , ,11,3,11,4,7,3,2,.436834145423837
18935,1485,92121409,4,7,6,1,2,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,11,1,1, , , , , ,1,9,1,3,3, , , , ,9,6,13,2,9,19,1,.729131488876457
18976,1494,92122799,4,5,4,1,2,2, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,1,2,1,1, , , , , ,7,3,3,2,5,3,1,.686540215825031
19253,1530,92133723,4,15,14,1,1,2, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2, , , , ,2,99, , , ,10,1,3,4, , , , ,1,3,1,1, , , , , ,8,4,11,3,3,1,2,.643703932720096
19479,1560,92144129,4,6,5,1,2,2, , , , , , , , , ,1,3, ,2,9,4, , , , , ,2, , , , , ,2,99, , , ,6,1,5,3,5, , , ,4,9,1,1, , , , , ,10,4,13,2,5,6,1,.555298298421262
19554,1568,92147920,4,5,4,3, ,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,4, , , , ,2,99, , , ,6,1,1, , , , , ,9,1,1,1, , , , , ,8,5,13,2,9,19,1,.749062335613793
19727,1589,92205807,4,5,4,3, ,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,2,1,1, , , , , ,5,7,1,1, , , , , ,10,3,6,2,6,22,1,.053306462450342
21200,1744,95102146,4,15,14,1,1,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2, , , , ,2,99, , , ,8,1,1, , , , , ,1,7,1,1, , , , , ,8,4,2,2,10,16,1,.830765145025251
21498,1775,95106876,4,8,7,1,2,2, , , , , , , , , ,1,3, ,2,5,4, , , , , ,2, , , , , ,2,99, , , ,6,1,1, , , , , ,1,1,1,1, , , , , ,9,3,7,2,9,16,1,.664820980133847
21991,1839,95114955,4,30,29,1,2,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,15,1,1, , , , , ,1,9,1,1, , , , , ,9,4,4,1,6,19,2,.893725846716409
22164,1868,95117847,4,14,13,1,1,2, , , , , , , , , ,1,3, ,2,8,4, , , , , ,2, , , , , ,2,99, , , ,7,1,1, , , , , ,1,9,1,1, , , , , ,11,5,13,2,6,3,1,.487981651547426
22193,1871,95118479,4,6,5,1,2,2, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4, , ,2,99, , , ,5,1,1, , , , , ,8,2,1,1, , , , , ,11,6,13,4,9,3,1,.515557446120844
22281,1885,95120747,4,12,11,1,2,2, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2, , , , ,2,99, , , ,6,1,1, , , , , ,8,5,1,1, , , , , ,10,4,11,2,3,19,2,.526124440527719
23186,1984,95206545,4,9,8,1,1,2, , , , , , , , , ,1,3, ,2,10,4, , , , , ,2, , , , , ,2,99, , , ,5,1,1, , , , , ,1,10,1,1, , , , , ,7,3,5,2,9,10,1,.858263501793983
23949,2057,95219691,4,8,7,1,2,2, , , , , , , , , ,1,3, ,2,9,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,8,9,1,7,3, , , , ,9,5,3,2,7,12,1,.62537361973726
24122,2069,95223448,4,10,9,3, ,2, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,3,4, , , ,2,99, , , ,8,1,1, , , , , ,9,2,1,1, , , , , ,7,6,3,2,9,22,1,.0993903612329783
7413,384,92131234,2,4,3,1,1,3, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6, ,2,99, , , ,9,1,1, , , , , ,4,7,1,1, , , , , ,11,6,13,4,10,19,2,.688527825711513
12579,780,92109732,3,4,3,1,1,3, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,1, , , , , ,1,10,1,1, , , , , ,6,4,11,2,8,19,2,1.09356222016489
21949,1833,95114309,4,5,4,1,1,3, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,3,7,1,1, , , , , ,4,5,14,1,7,19,2,1.16528571066393
22645,1921,95128018,4,3,2,1,1,3, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,5,1,1, , , , , ,1,5,1,1, , , , , ,6,5,11,2,6,3,2,1.31341354492224
1083,65,92115505,1,16,15,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4,7, ,2,99, , , ,11,1,1, , , , , ,10,1,1,1, , , , , ,8,5,13,2,10,6,1,.716535552861362
1485,83,92122273,1,7,6,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,4,1,1, , , , , ,1,9,1,1, , , , , ,5,4,5,1,7,3,2,1.42465969314463
1498,84,92122409,1,15,14,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,17,1,1, , , , , ,1,9,1,1, , , , , ,5,5,12,2,8,19,1,1.92095334243263
2648,135,92143428,1,9,8,1,1,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,1,2,4, , ,2,99, , , ,5,1,1, , , , , ,5,9,1,1, , , , , ,6,3,2,2,9,6,1,1.07499484555061
3231,158,92205621,1,8,7,1,2,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,6,1, , , , ,1,4,1,1, , , , , ,4,5,3,2,8,5,2,1.01701137150336
9655,536,92254822,2,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,1,11,1,1, , , , , ,6,6,4,2,9,4,1,.880615099861807
10643,611,93113020,2,6,5,1,1,4, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2, , , , ,2,99, , , ,8,1,2,3, , , , ,1,4,1,1, , , , , ,6,3,6,2,6,19,2,.718825267430093
10980,638,93120861,2,7,6,1,2,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,4,6, ,2,99, , , ,4,1,1, , , , , ,7,4,1,1, , , , , ,4,5,5,1,6,19,2,1.09793878108894
11652,693,93210791,2,7,6,1,1,4, , , , , , , , , ,1,3, ,2,10,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,7,5,1,1, , , , , ,6,3,12,1,6,20,1,1.16590881854609
12062,726,93217624,2,12,11,1,2,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,4,6, , ,2,99, , , ,8,1,6,3, , , , ,10,10,1,1, , , , , ,8,5,2,2,7,20,2,.846462282930813
12540,773,92108667,3,7,6,1,2,4, , , , , , , , , ,1,3, ,1,10,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,8,5,1,1, , , , , ,9,4,2,2,8,19,1,.436940433467502
13028,832,92125897,3,6,5,1,1,4, , , , , , , , , ,1,3, ,1,7,4, , , , , ,1,2,4, , , ,2,99, , , ,7,1,1, , , , , ,4,1,1,1, , , , , ,5,5,8,1,7,19,1,1.47588409041156
13159,844,92130862,3,5,4,1,2,4, , , , , , , , , ,1,3, ,1,3,4, , , , , ,1,1,2,4, , ,2,99, , , ,5,1,1, , , , , ,7,3,1,1, , , , , ,7,5,6,2,6,1,2,.58650620479451
14040,939,92218959,3,6,5,1,2,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,4,5, , ,2,99, , , ,6,1,5,1, , , , ,8,6,1,1, , , , , ,5,4,5,2,7,16,1,1.30040044065658
14414,973,92233708,3,8,7,1,1,4, , , , , , , , , ,1,3, ,2,6,4, , , , , ,1,1,2,3,4,6,2,99, , , ,10,1,1, , , , , ,4,3,1,1, , , , , ,6,5,11,2,6,5,2,.662324690315983
14749,1009,92247319,3,5,4,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,6, , ,2,99, , , ,5,1,1, , , , , ,88,9,1,1, , , , , ,10,3,13,2,4,16,2,.416185722567002
15679,1119,94111400,3,6,5,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,7, , ,2,99, , , ,11,1,1, , , , , ,9,5,1,1, , , , , ,5,5,4,2,9,19,1,1.47588409041156
15696,1120,94200099,3,7,6,1,1,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,3,4,5,6,2,99, , , ,6,1,5,1,2,5, , ,9,11,1,1, , , , , ,6,5,4,2,8,19,1,.814991127239401
16125,1173,94206134,3,7,6,1,2,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,8,1,1, , , , , ,9,11,1,1, , , , , ,5,5,9,2,8,6,1,1.27068665989933
16466,1218,94211398,3,14,13,1,2,4,5,6, , , , , , , ,1,3, ,2,4,4, , , , , ,1,1,2,3,4,6,2,99, , , ,8,1,4,4, , , , ,9,4,1,1, , , , , ,5,5,4,2,8,20,2,1.62053607197626
17309,1309,94224660,3,7,6,1,1,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,3,4, , ,2,99, , , ,10,1,1, , , , , ,12,10,1,1, , , , , ,4,6,6,1,10,7,1,1.22845275491346
17468,1326,94227559,3,5,4,1,1,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,1,2,3,4, ,2,99, , , ,6,1,1, , , , , ,1,4,1,1, , , , , ,6,5,3,2,7,16,2,.636805435151007
18084,1376,94239161,3,5,4,1,2,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,1,2,3,4, ,2,99, , , ,5,1,1, , , , , ,9,3,1,1, , , , , ,5,4,3,2,6,20,2,1.22992182034819
18098,1379,94239352,3,8,7,1,1,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,2, , , , , ,2,99, , , ,12,1,1, , , , , ,1,12,1,1, , , , , ,7,5,6,2,5,17,2,.540305392993903
18415,1414,92103661,4,11,10,1,2,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,6,4, , , , ,9,6,1,1, , , , , ,5,6,3,1,10,19,2,1.52474539039113
18479,1424,92105764,4,7,6,1,1,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2,99, , , ,10,1,1, , , , , ,1,3,1,1, , , , , ,8,5,2,2,8,19,1,.962615779813284
18711,1455,92113400,4,7,6,1,1,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,4, , , ,2,99, , , ,10,1,1, , , , , ,4,6,1,1, , , , , ,5,5,3,1,7,1,1,1.91857401730084
19331,1541,92137019,4,6,5,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,3,4, , ,2,99, , , ,8,1,1, , , , , ,9,10,1,1, , , , , ,6,6,2,1,8,1,2,.989404741164692
19468,1558,92143812,4,6,5,1,1,4, , , , , , , , , ,1,3, ,2,1,4, , , , , ,1,2,3,4,5,6,2,99, , , ,11,1,8,1, , , , ,9,1,1,1, , , , , ,7,6,1,2,10,1,2,.680079577907784
20594,1679,92240276,4,10,9,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4, , , ,2,99, , , ,9,1,1, , , , , ,88,9,1,1, , , , , ,9,4,3,2,9,18,2,.469390923181407
20619,1683,92241518,4,6,5,1,2,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6, ,2,99, , , ,6,1,1, , , , , ,8,6,1,1, , , , , ,4,5,8,2,8,20,2,1.37850309865903
21083,1729,95100316,4,10,9,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,1,2,3,4, ,2,99, , , ,8,1,2,1, , , , ,11,4,1,1, , , , , ,6,6,3,2,10,19,2,.997572878334707
21166,1739,95101633,4,18,17,1,2,4, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,8,1,1, , , , , ,1,4,1,1, , , , , ,8,4,13,3,10,3,2,1.13112319811472
21898,1821,95113636,4,7,6,1,1,4, , , , , , , , , ,1,3, ,2,4,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,11,9,1,1, , , , , ,6,6,5,2,10,14,2,.977466723330295
22012,1844,95115283,4,11,10,1,2,4,60, , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4, , , ,2,99, , , ,6,1,1, , , , , ,8,4,1,1, , , , , ,9,4,13,2,8,3,1,.632528801025442
23567,2025,95213249,4,5,4,1,1,4, , , , , , , , , ,1,3, ,2,5,4, , , , , ,1,2,4, , , ,2,99, , , ,11,1,1, , , , , ,1,12,1,1, , , , , ,6,5,5,2,7,18,2,.775255873521518
23927,2055,95219293,4,6,5,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6,7,2,99, , , ,8,1,1, , , , , ,1,11,1,1, , , , , ,8,3,6,3,6,21,2,.659237918400141
23983,2059,95220352,4,11,10,1,1,4, , , , , , , , , ,1,3, ,2,3,4, , , , , ,1,2,4,5,6,7,2,99, , , ,11,1,1, , , , , ,10,12,1,1, , , , , ,6,3,8,2,10,20,1,1.24471766487349
6299,287,92101283,2,7,6,1,1,5,6, , , , , , , , ,1,3, ,2,3,4, , , , , ,2, , , , , ,2,99, , , ,7,1,14,2,3,4,5, ,9,8,1,1, , , , , ,10,3,13,2,10,19,2,.43715782155474
6303,288,92101429,2,6,5,1,1,5, , , , , , , , , ,1,3, ,2,7,4, , , , , ,1,2,4,6, , ,2,99, , , ,4,1,3,4, , , , ,8,1,1,1, , , , , ,5,5,3,1,8,19,1,3.53844709309884
